Date,Close
2010-09-02,1061.1
2010-09-03,1134.05
2010-09-06,1195.05
2010-09-07,1188.0
2010-09-08,1172.3
2010-09-09,1205.95
2010-09-13,1185.1
2010-09-14,1170.3
2010-09-15,1168.1
2010-09-16,1152.6
2010-09-17,1164.8
2010-09-20,1161.35
2010-09-21,1141.1
2010-09-22,1137.85
2010-09-23,1110.55
2010-09-24,1090.8
2010-09-27,1114.9
2010-09-28,1112.95
2010-09-29,1106.05
2010-09-30,1079.15
2010-10-01,1107.45
2010-10-04,1144.3
2010-10-05,1190.25
2010-10-06,1178.1
2010-10-07,1152.4
2010-10-08,1144.65
2010-10-11,1157.9
2010-10-12,1144.8
2010-10-13,1141.65
2010-10-14,1145.35
2010-10-15,1139.35
2010-10-18,1121.7
2010-10-19,1133.0
2010-10-20,1129.6
2010-10-21,1146.35
2010-10-22,1142.45
2010-10-25,1130.15
2010-10-26,1131.4
2010-10-27,1124.75
2010-10-28,1094.15
2010-10-29,1123.65
2010-11-01,1110.85
2010-11-02,1100.9
2010-11-03,1128.95
2010-11-04,1136.15
2010-11-05,1133.85
2010-11-08,1135.3
2010-11-09,1120.75
2010-11-10,1127.6
2010-11-11,1125.85
2010-11-12,1103.55
2010-11-15,1099.85
2010-11-16,1104.0
2010-11-18,1100.45
2010-11-19,1093.5
2010-11-22,1085.85
2010-11-23,1077.65
2010-11-24,1065.0
2010-11-25,1041.5
2010-11-26,990.7
2010-11-29,980.2
2010-11-30,982.9
2010-12-01,1018.4
2010-12-02,1026.15
2010-12-03,1009.2
2010-12-06,1005.6
2010-12-07,1023.45
2010-12-08,1004.95
2010-12-09,1000.3
2010-12-10,998.0
2010-12-13,999.7
2010-12-14,1004.95
2010-12-15,991.8
2010-12-16,989.0
2010-12-20,992.3
2010-12-21,997.75
2010-12-22,992.65
2010-12-23,993.1
2010-12-24,994.3
2010-12-27,979.55
2010-12-28,977.6
2010-12-29,984.05
2010-12-30,998.8
2010-12-31,1032.25
2011-01-03,1028.2
2011-01-04,1023.75
2011-01-05,1006.65
2011-01-06,993.95
2011-01-07,987.05
2011-01-10,967.25
2011-01-11,962.2
2011-01-12,967.35
2011-01-13,954.15
2011-01-14,949.7
2011-01-17,945.2
2011-01-18,939.9
2011-01-19,940.8
2011-01-20,942.85
2011-01-21,949.15
2011-01-24,943.55
2011-01-25,929.35
2011-01-27,905.5
2011-01-28,887.7
2011-01-31,870.1
2011-02-01,829.3
2011-02-02,819.7
2011-02-03,813.95
2011-02-04,794.65
2011-02-07,759.85
2011-02-08,675.3
2011-02-09,584.85
2011-02-10,589.2
2011-02-11,614.45
2011-02-14,651.0
2011-02-15,660.7
2011-02-16,668.75
2011-02-17,679.65
2011-02-18,658.55
2011-02-21,668.0
2011-02-22,663.95
2011-02-23,660.4
2011-02-24,633.6
2011-02-25,613.5
2011-02-28,620.45
2011-03-01,642.85
2011-03-03,646.6
2011-03-04,643.7
2011-03-07,637.55
2011-03-08,641.0
2011-03-09,662.45
2011-03-10,654.2
2011-03-11,665.95
2011-03-14,671.45
2011-03-15,673.4
2011-03-16,675.4
2011-03-17,669.95
2011-03-18,660.05
2011-03-21,662.6
2011-03-22,661.45
2011-03-23,679.95
2011-03-24,685.9
2011-03-25,698.3
2011-03-28,692.15
2011-03-29,691.25
2011-03-30,693.55
2011-03-31,681.95
2011-04-01,705.95
2011-04-04,737.6
2011-04-05,749.9
2011-04-06,750.6
2011-04-07,759.25
2011-04-08,736.05
2011-04-11,722.85
2011-04-13,729.95
2011-04-15,728.15
2011-04-18,724.3
2011-04-19,715.9
2011-04-20,723.05
2011-04-21,725.35
2011-04-25,727.7
2011-04-26,724.3
2011-04-27,720.9
2011-04-28,708.35
2011-04-29,694.85
2011-05-02,670.6
2011-05-03,662.8
2011-05-04,674.05
2011-05-05,657.65
2011-05-06,668.7
2011-05-09,665.8
2011-05-10,661.35
2011-05-11,660.95
2011-05-12,657.55
2011-05-13,659.3
2011-05-16,652.15
2011-05-17,646.55
2011-05-18,640.45
2011-05-19,638.8
2011-05-20,643.55
2011-05-23,630.35
2011-05-24,622.85
2011-05-25,613.0
2011-05-26,625.25
2011-05-27,650.85
2011-05-30,646.85
2011-05-31,653.1
2011-06-01,612.45
2011-06-02,603.75
2011-06-03,604.0
2011-06-06,598.45
2011-06-07,599.0
2011-06-08,599.65
2011-06-09,599.5
2011-06-10,596.35
2011-06-13,588.25
2011-06-14,583.75
2011-06-15,584.95
2011-06-16,579.75
2011-06-17,587.95
2011-06-20,572.7
2011-06-21,559.4
2011-06-22,541.2
2011-06-23,552.15
2011-06-24,568.15
2011-06-27,578.0
2011-06-28,583.5
2011-06-29,592.75
2011-06-30,580.2
2011-07-01,589.35
2011-07-04,594.45
2011-07-05,610.05
2011-07-06,607.15
2011-07-07,609.25
2011-07-08,602.75
2011-07-11,598.35
2011-07-12,590.15
2011-07-13,594.2
2011-07-14,595.8
2011-07-15,589.45
2011-07-18,583.2
2011-07-19,581.5
2011-07-20,576.75
2011-07-21,568.9
2011-07-22,570.1
2011-07-25,575.6
2011-07-26,557.35
2011-07-27,560.6
2011-07-28,546.45
2011-07-29,549.3
2011-08-01,541.2
2011-08-02,533.9
2011-08-03,529.1
2011-08-04,522.05
2011-08-05,500.0
2011-08-08,490.8
2011-08-09,480.35
2011-08-10,485.35
2011-08-11,482.3
2011-08-12,481.65
2011-08-16,451.7
2011-08-17,444.75
2011-08-18,435.9
2011-08-19,418.85
2011-08-22,440.25
2011-08-23,449.75
2011-08-24,448.25
2011-08-25,446.45
2011-08-26,439.8
2011-08-29,452.55
2011-08-30,463.4
2011-09-02,463.85
2011-09-05,470.15
2011-09-06,468.65
2011-09-07,472.25
2011-09-08,468.9
2011-09-09,455.2
2011-09-12,457.75
2011-09-13,473.7
2011-09-14,482.4
2011-09-15,478.5
2011-09-16,481.35
2011-09-19,474.4
2011-09-20,480.75
2011-09-21,491.7
2011-09-22,469.0
2011-09-23,455.05
2011-09-26,449.5
2011-09-27,472.25
2011-09-28,463.65
2011-09-29,461.9
2011-09-30,457.8
2011-10-03,458.95
2011-10-04,455.95
2011-10-05,449.6
2011-10-07,468.1
2011-10-10,489.6
2011-10-11,487.1
2011-10-12,490.8
2011-10-13,488.8
2011-10-14,514.7
2011-10-17,508.8
2011-10-18,491.2
2011-10-19,492.9
2011-10-20,484.05
2011-10-21,481.95
2011-10-24,482.0
2011-10-25,484.65
2011-10-26,495.65
2011-10-28,525.8
2011-10-31,529.0
2011-11-01,523.05
2011-11-02,516.65
2011-11-03,531.8
2011-11-04,543.45
2011-11-08,548.05
2011-11-09,538.35
2011-11-11,528.3
2011-11-14,520.75
2011-11-15,499.9
2011-11-16,487.35
2011-11-17,494.15
2011-11-18,488.25
2011-11-21,482.95
2011-11-22,472.85
2011-11-23,449.05
2011-11-24,462.2
2011-11-25,484.0
2011-11-28,497.5
2011-11-29,500.2
2011-11-30,504.45
2011-12-01,504.3
2011-12-02,515.7
2011-12-05,518.2
2011-12-07,517.3
2011-12-08,507.55
2011-12-09,504.2
2011-12-12,485.45
2011-12-13,480.1
2011-12-14,479.3
2011-12-15,471.55
2011-12-16,460.1
2011-12-19,462.05
2011-12-20,468.5
2011-12-21,470.0
2011-12-22,463.45
2011-12-23,463.6
2011-12-26,469.25
2011-12-27,466.9
2011-12-28,469.3
2011-12-29,455.0
2011-12-30,455.15
2012-01-02,459.4
2012-01-03,466.3
2012-01-04,472.75
2012-01-05,471.1
2012-01-06,476.3
2012-01-07,486.0
2012-01-09,497.15
2012-01-10,507.1
2012-01-11,513.35
2012-01-12,516.0
2012-01-13,517.05
2012-01-16,517.8
2012-01-17,528.05
2012-01-18,508.9
2012-01-19,533.8
2012-01-20,528.3
2012-01-23,529.75
2012-01-24,529.75
2012-01-25,528.75
2012-01-27,529.55
2012-01-30,520.3
2012-01-31,530.3
2012-02-01,534.8
2012-02-02,532.1
2012-02-03,548.2
2012-02-06,573.3
2012-02-07,549.15
2012-02-08,555.75
2012-02-09,570.95
2012-02-10,577.85
2012-02-13,572.7
2012-02-14,587.2
2012-02-15,594.55
2012-02-16,608.75
2012-02-17,634.0
2012-02-21,637.7
2012-02-22,640.6
2012-02-23,644.65
2012-02-24,653.95
2012-02-27,643.1
2012-02-28,667.45
2012-02-29,665.6
2012-03-01,664.7
2012-03-02,662.45
2012-03-03,659.7
2012-03-05,666.9
2012-03-06,670.0
2012-03-07,660.55
2012-03-09,667.8
2012-03-12,688.95
2012-03-13,683.5
2012-03-14,688.75
2012-03-15,684.3
2012-03-16,689.4
2012-03-19,669.25
2012-03-20,660.7
2012-03-21,682.05
2012-03-22,671.5
2012-03-23,678.05
2012-03-26,669.85
2012-03-27,656.2
2012-03-28,624.95
2012-03-29,610.7
2012-03-30,653.65
2012-04-02,621.55
2012-04-03,618.4
2012-04-04,619.05
2012-04-09,608.7
2012-04-10,580.75
2012-04-11,565.85
2012-04-12,582.35
2012-04-13,584.5
2012-04-16,579.75
2012-04-17,573.95
2012-04-18,576.05
2012-04-19,561.9
2012-04-20,553.9
2012-04-23,554.75
2012-04-24,546.05
2012-04-25,547.4
2012-04-26,532.7
2012-04-27,529.75
2012-04-28,531.35
2012-04-30,533.6
2012-05-02,526.95
2012-05-03,523.75
2012-05-04,521.8
2012-05-07,513.0
2012-05-08,523.45
2012-05-09,519.45
2012-05-10,528.75
2012-05-11,527.45
2012-05-14,505.6
2012-05-15,517.95
2012-05-16,508.45
2012-05-17,515.55
2012-05-18,474.25
2012-05-21,482.65
2012-05-22,468.25
2012-05-23,462.15
2012-05-24,458.95
2012-05-25,455.9
2012-05-28,454.4
2012-05-29,436.05
2012-05-30,428.85
2012-05-31,430.4
2012-06-01,417.4
2012-06-04,417.45
2012-06-05,409.65
2012-06-06,410.25
2012-06-07,407.1
2012-06-08,383.85
2012-06-11,374.0
2012-06-12,384.0
2012-06-13,377.0
2012-06-14,370.3
2012-06-15,372.2
2012-06-18,370.65
2012-06-19,370.0
2012-06-20,378.55
2012-06-21,381.6
2012-06-22,378.45
2012-06-25,381.0
2012-06-26,382.7
2012-06-27,379.65
2012-06-28,375.0
2012-06-29,377.35
2012-07-02,394.05
2012-07-03,405.85
2012-07-04,408.85
2012-07-05,411.3
2012-07-06,407.4
2012-07-09,389.95
2012-07-10,388.75
2012-07-11,385.4
2012-07-12,380.0
2012-07-13,376.9
2012-07-16,370.65
2012-07-17,365.45
2012-07-18,362.6
2012-07-19,364.05
2012-07-20,363.45
2012-07-23,354.7
2012-07-24,350.85
2012-07-25,337.7
2012-07-26,320.1
2012-07-27,311.4
2012-07-30,316.1
2012-07-31,318.5
2012-08-01,323.25
2012-08-02,325.45
2012-08-03,319.0
2012-08-06,317.8
2012-08-07,310.3
2012-08-08,309.85
2012-08-09,300.7
2012-08-10,287.4
2012-08-13,289.9
2012-08-14,291.7
2012-08-16,291.05
2012-08-17,283.05
2012-08-21,277.05
2012-08-22,278.05
2012-08-23,279.75
2012-08-24,270.45
2012-08-27,273.15
2012-08-28,278.05
2012-08-29,281.55
2012-08-30,277.35
2012-08-31,275.85
2012-09-03,278.75
2012-09-04,283.65
2012-09-05,284.95
2012-09-06,278.75
2012-09-07,280.1
2012-09-08,279.35
2012-09-10,278.85
2012-09-11,275.6
2012-09-12,274.0
2012-09-13,271.75
2012-09-14,278.3
2012-09-17,311.55
2012-09-18,316.55
2012-09-20,305.8
2012-09-21,313.1
2012-09-24,314.3
2012-09-25,313.75
2012-09-26,310.5
2012-09-27,305.0
2012-09-28,308.3
2012-10-01,310.55
2012-10-03,330.1
2012-10-04,331.05
2012-10-05,329.85
2012-10-08,323.25
2012-10-09,322.2
2012-10-10,315.45
2012-10-11,318.6
2012-10-12,318.35
2012-10-15,315.0
2012-10-16,309.85
2012-10-17,308.6
2012-10-18,314.15
2012-10-19,309.1
2012-10-22,303.7
2012-10-23,308.9
2012-10-25,310.05
2012-10-26,303.9
2012-10-29,301.2
2012-10-30,293.8
2012-10-31,289.25
2012-11-01,293.15
2012-11-02,295.4
2012-11-05,292.8
2012-11-06,292.05
2012-11-07,292.05
2012-11-08,291.75
2012-11-09,288.2
2012-11-12,277.4
2012-11-13,282.85
2012-11-15,278.5
2012-11-16,276.1
2012-11-19,274.85
2012-11-20,271.95
2012-11-21,271.45
2012-11-22,272.8
2012-11-23,272.0
2012-11-26,272.35
2012-11-27,272.7
2012-11-29,276.05
2012-11-30,283.7
2012-12-03,288.25
2012-12-04,291.6
2012-12-05,308.0
2012-12-06,311.2
2012-12-07,306.65
2012-12-10,305.5
2012-12-11,298.6
2012-12-12,295.15
2012-12-13,291.2
2012-12-14,288.75
2012-12-17,285.15
2012-12-18,282.85
2012-12-19,284.9
2012-12-20,281.1
2012-12-21,279.75
2012-12-24,279.5
2012-12-26,279.85
2012-12-27,279.4
2012-12-28,279.2
2012-12-31,279.3
2013-01-01,284.0
2013-01-02,286.25
2013-01-03,285.0
2013-01-04,283.75
2013-01-07,284.15
2013-01-08,284.05
2013-01-09,281.8
2013-01-10,278.55
2013-01-11,275.2
2013-01-14,277.3
2013-01-15,277.5
2013-01-16,276.4
2013-01-17,275.85
2013-01-18,277.15
2013-01-21,278.3
2013-01-22,276.1
2013-01-23,272.55
2013-01-24,267.25
2013-01-25,265.8
2013-01-28,269.1
2013-01-29,266.7
2013-01-30,265.9
2013-01-31,265.45
2013-02-01,265.4
2013-02-04,261.75
2013-02-05,259.45
2013-02-06,259.8
2013-02-07,263.1
2013-02-08,261.45
2013-02-11,253.7
2013-02-12,250.65
2013-02-13,250.55
2013-02-14,245.25
2013-02-15,240.6
2013-02-18,243.5
2013-02-19,243.0
2013-02-20,243.75
2013-02-21,243.05
2013-02-22,250.65
2013-02-25,248.9
2013-02-26,241.4
2013-02-27,235.65
2013-02-28,224.45
2013-03-01,218.05
2013-03-04,211.0
2013-03-05,210.15
2013-03-06,209.15
2013-03-07,206.85
2013-03-08,208.1
2013-03-11,206.15
2013-03-12,203.45
2013-03-13,197.5
2013-03-14,193.0
2013-03-15,186.6
2013-03-18,179.7
2013-03-19,172.55
2013-03-20,162.4
2013-03-21,152.9
2013-03-22,148.5
2013-03-25,142.25
2013-03-26,140.4
2013-03-28,146.95
2013-04-01,153.1
2013-04-02,165.7
2013-04-03,171.3
2013-04-04,170.4
2013-04-05,172.8
2013-04-08,163.65
2013-04-09,156.95
2013-04-10,161.0
2013-04-11,161.9
2013-04-12,160.4
2013-04-15,159.45
2013-04-16,164.35
2013-04-17,163.65
2013-04-18,163.75
2013-04-22,164.95
2013-04-23,167.3
2013-04-25,168.45
2013-04-26,164.5
2013-04-29,163.7
2013-04-30,160.65
2013-05-02,160.95
2013-05-03,159.75
2013-05-06,167.45
2013-05-07,173.3
2013-05-08,175.25
2013-05-09,168.95
2013-05-10,170.35
2013-05-11,172.0
2013-05-13,167.1
2013-05-14,166.35
2013-05-15,167.95
2013-05-16,171.05
2013-05-17,186.4
2013-05-20,185.55
2013-05-21,182.65
2013-05-22,177.65
2013-05-23,165.4
2013-05-24,165.3
2013-05-27,166.3
2013-05-28,167.45
2013-05-29,167.95
2013-05-30,183.3
2013-05-31,175.5
2013-06-03,173.05
2013-06-04,172.25
2013-06-05,171.9
2013-06-06,170.15
2013-06-07,169.95
2013-06-10,165.65
2013-06-11,163.45
2013-06-12,157.75
2013-06-13,153.25
2013-06-14,159.05
2013-06-17,157.65
2013-06-18,163.8
2013-06-19,166.2
2013-06-20,157.05
2013-06-21,152.4
2013-06-24,151.1
2013-06-25,151.95
2013-06-26,149.6
2013-06-27,149.85
2013-06-28,155.15
2013-07-01,163.2
2013-07-02,159.7
2013-07-03,162.65
2013-07-04,163.05
2013-07-05,161.3
2013-07-08,161.95
2013-07-09,165.1
2013-07-10,161.6
2013-07-11,164.45
2013-07-12,163.4
2013-07-15,166.6
2013-07-16,163.6
2013-07-17,169.2
2013-07-18,172.85
2013-07-19,175.65
2013-07-22,170.6
2013-07-23,170.75
2013-07-24,166.5
2013-07-25,164.9
2013-07-26,158.25
2013-07-29,153.55
2013-07-30,148.15
2013-07-31,143.45
2013-08-01,141.65
2013-08-02,134.8
2013-08-05,135.35
2013-08-06,130.4
2013-08-07,132.4
2013-08-08,143.1
2013-08-12,144.75
2013-08-13,145.45
2013-08-14,141.85
2013-08-16,136.05
2013-08-19,129.15
2013-08-20,129.8
2013-08-21,129.2
2013-08-22,131.65
2013-08-23,147.05
2013-08-26,147.6
2013-08-27,139.6
2013-08-28,136.0
2013-08-29,140.5
2013-08-30,139.55
2013-09-02,141.45
2013-09-03,143.55
2013-09-04,147.45
2013-09-05,150.05
2013-09-06,147.0
2013-09-10,148.95
2013-09-11,150.7
2013-09-12,153.15
2013-09-13,152.8
2013-09-16,149.9
2013-09-17,146.6
2013-09-18,149.15
2013-09-19,154.7
2013-09-20,144.15
2013-09-23,144.0
2013-09-24,143.8
2013-09-25,144.85
2013-09-26,145.85
2013-09-27,143.2
2013-09-30,140.15
2013-10-01,141.2
2013-10-03,151.4
2013-10-04,176.55
2013-10-07,173.0
2013-10-08,167.4
2013-10-09,169.65
2013-10-10,173.1
2013-10-11,170.7
2013-10-14,168.55
2013-10-15,168.85
2013-10-17,167.05
2013-10-18,169.4
2013-10-21,172.0
2013-10-22,177.75
2013-10-23,174.9
2013-10-24,174.2
2013-10-25,171.6
2013-10-28,169.55
2013-10-29,171.4
2013-10-30,186.9
2013-10-31,187.65
2013-11-01,187.35
2013-11-03,189.3
2013-11-05,195.5
2013-11-06,195.35
2013-11-07,189.15
2013-11-08,183.25
2013-11-11,177.25
2013-11-12,180.05
2013-11-13,181.2
2013-11-14,183.65
2013-11-18,184.75
2013-11-19,185.55
2013-11-20,182.55
2013-11-21,180.9
2013-11-22,179.75
2013-11-25,182.45
2013-11-26,180.8
2013-11-27,179.95
2013-11-28,182.45
2013-11-29,182.95
2013-12-02,195.75
2013-12-03,194.4
2013-12-04,189.9
2013-12-05,196.3
2013-12-06,208.35
2013-12-09,215.3
2013-12-10,209.1
2013-12-11,212.3
2013-12-12,207.35
2013-12-13,197.7
2013-12-16,204.2
2013-12-17,206.4
2013-12-18,203.7
2013-12-19,205.85
2013-12-20,210.05
2013-12-23,234.8
2013-12-24,240.85
2013-12-26,244.1
2013-12-27,239.4
2013-12-30,241.95
2013-12-31,236.05
2014-01-01,237.05
2014-01-02,227.1
2014-01-03,220.2
2014-01-06,221.45
2014-01-07,223.2
2014-01-08,212.85
2014-01-09,208.55
2014-01-10,203.5
2014-01-13,206.8
2014-01-14,210.05
2014-01-15,216.25
2014-01-16,215.65
2014-01-17,207.5
2014-01-20,209.15
2014-01-21,209.5
2014-01-22,208.0
2014-01-23,207.55
2014-01-24,206.3
2014-01-27,194.3
2014-01-28,194.85
2014-01-29,197.95
2014-01-30,186.7
2014-01-31,189.45
2014-02-03,183.3
2014-02-04,205.25
2014-02-05,198.5
2014-02-06,195.95
2014-02-07,195.4
2014-02-10,198.2
2014-02-11,198.0
2014-02-12,198.7
2014-02-13,194.45
2014-02-14,196.7
2014-02-17,197.3
2014-02-18,198.9
2014-02-19,197.2
2014-02-20,198.2
2014-02-21,203.65
2014-02-24,208.2
2014-02-25,205.5
2014-02-26,208.7
2014-02-28,206.95
2014-03-03,208.85
2014-03-04,208.75
2014-03-05,208.6
2014-03-06,216.25
2014-03-07,228.55
2014-03-10,239.4
2014-03-11,237.1
2014-03-12,245.6
2014-03-13,262.4
2014-03-14,260.55
2014-03-18,266.7
2014-03-19,273.5
2014-03-20,272.7
2014-03-21,269.5
2014-03-22,267.1
2014-03-24,290.05
2014-03-25,287.9
2014-03-26,288.75
2014-03-27,292.15
2014-03-28,289.25
2014-03-31,292.15
2014-04-01,288.4
2014-04-02,300.2
2014-04-03,304.65
2014-04-04,334.15
2014-04-07,325.85
2014-04-09,338.75
2014-04-10,398.95
2014-04-11,430.15
2014-04-15,399.7
2014-04-16,399.85
2014-04-17,395.95
2014-04-21,398.15
2014-04-22,404.5
2014-04-23,410.45
2014-04-25,399.95
2014-04-28,391.4
2014-04-29,394.2
2014-04-30,387.5
2014-05-02,398.6
2014-05-05,393.65
2014-05-06,398.65
2014-05-07,396.3
2014-05-08,392.15
2014-05-09,416.2
2014-05-12,410.3
2014-05-13,446.25
2014-05-14,456.6
2014-05-15,448.75
2014-05-16,466.9
2014-05-19,559.5
2014-05-20,568.95
2014-05-21,588.85
2014-05-22,604.8
2014-05-23,594.15
2014-05-26,610.4
2014-05-27,583.25
2014-05-28,605.0
2014-05-29,612.5
2014-05-30,652.85
2014-06-02,671.05
2014-06-03,670.2
2014-06-04,660.7
2014-06-05,688.05
2014-06-06,738.5
2014-06-09,778.35
2014-06-10,813.95
2014-06-11,796.05
2014-06-12,778.1
2014-06-13,751.05
2014-06-16,763.35
2014-06-17,773.8
2014-06-18,795.45
2014-06-19,810.25
2014-06-20,780.15
2014-06-23,803.9
2014-06-24,850.05
2014-06-25,866.75
2014-06-26,824.1
2014-06-27,807.2
2014-06-30,796.3
2014-07-01,782.0
2014-07-02,789.25
2014-07-03,778.4
2014-07-04,776.9
2014-07-07,815.7
2014-07-08,774.95
2014-07-09,736.25
2014-07-10,710.85
2014-07-11,675.35
2014-07-14,641.6
2014-07-15,662.5
2014-07-16,651.5
2014-07-17,684.05
2014-07-18,698.65
2014-07-21,707.5
2014-07-22,690.45
2014-07-23,659.85
2014-07-24,649.0
2014-07-25,633.6
2014-07-28,609.8
2014-07-30,618.6
2014-07-31,630.5
2014-08-01,611.25
2014-08-04,640.05
2014-08-05,669.3
2014-08-06,684.95
2014-08-07,671.3
2014-08-08,644.6
2014-08-11,619.25
2014-08-12,618.25
2014-08-13,587.35
2014-08-14,558.4
2014-08-18,583.6
2014-08-19,569.35
2014-08-20,561.7
2014-08-21,552.55
2014-08-22,545.25
2014-08-25,542.6
2014-08-26,515.5
2014-08-27,541.25
2014-08-28,568.3
2014-09-01,596.7
2014-09-02,626.5
2014-09-03,638.2
2014-09-04,612.45
2014-09-05,654.7
2014-09-08,662.5
2014-09-09,648.3
2014-09-10,620.15
2014-09-11,682.15
2014-09-12,699.8
2014-09-15,687.55
2014-09-16,652.15
2014-09-17,663.3
2014-09-18,675.95
2014-09-19,658.95
2014-09-22,667.05
2014-09-23,647.25
2014-09-24,628.0
2014-09-25,580.8
2014-09-26,593.95
2014-09-29,611.25
2014-09-30,614.95
2014-10-01,609.55
2014-10-07,576.9
2014-10-08,582.0
2014-10-09,596.3
2014-10-10,585.75
2014-10-13,582.15
2014-10-14,577.6
2014-10-16,549.9
2014-10-17,550.85
2014-10-20,557.9
2014-10-21,653.7
2014-10-22,654.45
2014-10-23,648.1
2014-10-27,682.35
2014-10-28,662.0
2014-10-29,661.75
2014-10-30,672.15
2014-10-31,677.45
2014-11-03,679.2
2014-11-05,672.0
2014-11-07,681.85
2014-11-10,731.05
2014-11-11,740.45
2014-11-12,727.7
2014-11-13,712.25
2014-11-14,728.0
2014-11-17,702.35
2014-11-18,710.65
2014-11-19,714.0
2014-11-20,706.8
2014-11-21,706.95
2014-11-24,717.85
2014-11-25,693.2
2014-11-26,700.2
2014-11-27,699.1
2014-11-28,710.3
2014-12-01,701.5
2014-12-02,743.0
2014-12-03,790.85
2014-12-04,830.6
2014-12-05,810.7
2014-12-08,775.7
2014-12-09,781.9
2014-12-10,800.1
2014-12-11,762.15
2014-12-12,749.35
2014-12-15,728.2
2014-12-16,672.9
2014-12-17,685.05
2014-12-18,710.7
2014-12-19,687.85
2014-12-22,693.7
2014-12-23,680.45
2014-12-24,689.35
2014-12-26,698.35
2014-12-29,700.25
2014-12-30,750.95
2014-12-31,793.8
2015-01-01,789.7
2015-01-02,785.55
2015-01-05,774.55
2015-01-06,758.35
2015-01-07,792.35
2015-01-08,790.0
2015-01-09,793.45
2015-01-12,873.0
